finance_id;cost;budget;other_expenses;Investment Description;roi;Projet;Responsable;Taux de change;Projet valide
5143;3732413.97;;;Acquisition du terrain pour le projet.;316632.59;Port;Mme Dupont;0.979;False
5144;2676837.28;3120050.44;40170.21;Achat de materiaux de construction (ciment, acier, etc.).;9999999999;Usine;Mme Zhang;0.807;False
5145;5842580.61;4773508.53;211200.46;Frais de main-d'œuvre pour la construction.;419097.41;Hopital;M. Muller;0.825;True
5146;1896114.26;2546387.73;57618.34;Installation de dispositifs de securite sur le chantier.;244610.7;ecole;Mme Garcia;1.254;False
5147;1897686.07;1672316.35;65948.2;Frais pour les certifications et inspections de securite.;398056.2;Usine;M. Muller;1.354;False
5148;2644775.52;3403841.23;309981.43;Amenagement interieur et finitions (peinture, carrelage).;;Usine;Mme Dupont;0.869;True
5149;4849767.96;4621502.91;493145.4;Installation des reseaux electriques et plomberie.;715391.22;Hopital;Mme Garcia;1.488;False
5150;2780004.77;3885704.68;259406.2;Construction de la structure en beton arme.;341531.22;Port;M. Muller;9999999999;True
5151;4035193.88;3342651.86;403536.45;Construction de la structure en beton arme.;823814.87;Immeuble;M. Muller;0.854;False
5152;???;9999999999;175002.21;Amenagement interieur et finitions (peinture, carrelage).;593441.53;;;0.904;False
5153;1107367.75;1376934.48;48722.91;Acquisition du terrain pour le projet.;193867.19;Usine;M. Smith;1.426;True
5154;;4405760.5;63059.17;Travaux de genie civil et fondation du batiment.;678362.99;Pont;M. Muller;1.415;True
5155;3346429.74;4114047.49;378246.52;Installation de dispositifs de securite sur le chantier.;649706.81;Route;M. Muller;1.07;False
5156;1829028.08;2587233.95;;Travaux de genie civil et fondation du batiment.;274882.45;ecole;Mme Garcia;;True
5157;2401301.15;3201962.51;???;Amenagement interieur et finitions (peinture, carrelage).;331857.6;Hopital;;???;True
5158;297679.56;368335.78;;Acquisition du terrain pour le projet.;37825.82;Usine;M. Muller;0.915;True
5159;2937547.93;2286461.65;???;Frais de main-d'œuvre pour la construction.;346688.8;;M. Smith;1.251;False
5160;425854.91;???;???;Acquisition du terrain pour le projet.;102299.31;Usine;Mme Dupont;???;True
5161;1975323.7;2817916.41;85949.5;Frais pour les certifications et inspections de securite.;490782.71;Pont;M. Muller;???;False
5162;1996219.72;2016293.31;231636.1;Frais pour les certifications et inspections de securite.;508846.77;Usine;M. Ali;;True
5163;1229325.73;1170865.62;123847.14;Frais de main-d'œuvre pour la construction.;???;Usine;M. Muller;1.083;False
5164;2583409.25;2198221.65;148937.66;Frais pour les certifications et inspections de securite.;530180.66;ecole;;0.826;True
5165;2507848.07;3426005.83;101657.74;;439241.32;Pont;Mme Zhang;0.834;True
5166;???;1822275.11;145038.96;Acquisition du terrain pour le projet.;552028.38;Immeuble;Mme Dupont;???;False
5167;texte;3896698.32;218971.84;Acquisition du terrain pour le projet.;296977.12;ecole;Mme Zhang;0.809;True
5168;3477617.28;3021506.18;319285.05;Frais pour les certifications et inspections de securite.;653943.61;Hopital;Mme Garcia;0.882;True
5169;4632501.32;3735679.29;442783.02;;658273.22;Port;Mme Garcia;9999999999;True
5170;9999999999;1261350.07;???;Installation de dispositifs de securite sur le chantier.;236348.62;Hopital;Mme Dupont;1.337;False
5171;2076822.76;2250542.52;;;323600.8;Port;Mme Zhang;1.249;True
5172;2835233.58;3715271.63;353251.62;;304376.27;Pont;M. Ali;1.235;True
5173;3063137.16;???;270330.12;Frais pour les certifications et inspections de securite.;862084.7;ecole;M. Ali;1.097;False
5174;2722576.15;2820555.71;164469.66;;393129.99;;M. Ali;1.34;False
5175;???;4718245.85;260468.69;;9999999999;Pont;M. Smith;0.801;True
5176;???;936823.4;14857.12;Frais pour les certifications et inspections de securite.;129233.29;Hopital;Mme Dupont;0.881;True
5177;3788100.11;3206661.9;40809.44;Travaux de genie civil et fondation du batiment.;1020571.43;Immeuble;Mme Dupont;1.369;False
5178;163551.63;147182.58;2198.51;Installation de dispositifs de securite sur le chantier.;27721.88;Stade;Mme Dupont;1.421;False
5179;365072.37;513401.31;48630.19;Verification de la conformite aux normes locales de construction.;59319.15;ecole;Mme Zhang;0.956;False
5180;4213476.88;3749795.52;565330.41;Achat de materiaux de construction (ciment, acier, etc.).;787220.95;Pont;M. Ali;1.283;False
5181;;3480107.51;???;Achat de materiaux de construction (ciment, acier, etc.).;443636.01;Immeuble;M. Muller;9999999999;True
5182;863847.2;;98818.3;Travaux de genie civil et fondation du batiment.;???;Immeuble;M. Smith;1.049;False
5183;???;2965152.54;???;Installation des reseaux electriques et plomberie.;601659.21;Usine;;1.411;True
5184;???;4264072.39;342641.34;Verification de la conformite aux normes locales de construction.;800393.8;;Mme Garcia;0.83;True
5185;2844570.68;2751368.27;191970.79;Verification de la conformite aux normes locales de construction.;457214.09;Route;M. Muller;1.301;True
5186;3925365.96;???;texte;Acquisition du terrain pour le projet.;???;ecole;Mme Garcia;1.478;True
5187;2512737.47;2609242.97;103478.08;Installation de dispositifs de securite sur le chantier.;;Port;M. Smith;1.328;True
5188;2234784.72;2690274.34;102106.93;Installation des reseaux electriques et plomberie.;230646.58;Pont;Mme Zhang;;True
5189;3319690.14;3247174.85;403222.96;Travaux de genie civil et fondation du batiment.;894290.73;Immeuble;M. Smith;1.307;True
5190;1942453.54;1654989.08;263491.35;Travaux de genie civil et fondation du batiment.;237508.35;Usine;M. Smith;;True
5191;5187590.39;4120969.57;;Achat de materiaux de construction (ciment, acier, etc.).;539231.02;Usine;Mme Zhang;1.154;False
5192;2037846.17;2559982.55;108944.69;;???;Stade;Mme Garcia;0.892;True
5193;;2828280.49;275102.43;Frais pour les certifications et inspections de securite.;572818.32;Immeuble;M. Muller;1.006;False
5194;???;187036.74;texte;Acquisition du terrain pour le projet.;13932.41;Route;M. Muller;0.978;False
5195;texte;3053098.76;???;Verification de la conformite aux normes locales de construction.;9999999999;Usine;Mme Dupont;0.896;False
5196;5157379.47;3988913.28;183928.46;Construction de la structure en beton arme.;1247750.55;Route;Mme Dupont;texte;True
5197;148091.44;208581.65;19975.18;Achat de materiaux de construction (ciment, acier, etc.).;33112.32;Immeuble;M. Muller;???;False
5198;3330704.82;2630290.55;68607.13;Frais pour les certifications et inspections de securite.;676542.73;Route;M. Ali;1.451;False
5199;3017983.22;4065918.36;286301.15;Travaux de genie civil et fondation du batiment.;665705.41;Immeuble;Mme Zhang;???;True
5200;???;2588965.93;168612.76;Construction de la structure en beton arme.;258040.51;;M. Muller;1.015;False
5201;255017.09;???;???;;68556.76;ecole;M. Ali;1.216;True
5202;3883401.81;3286788.76;279836.74;Acquisition du terrain pour le projet.;541530.86;Stade;Mme Zhang;0.8;False
5203;1186211.59;1031540.27;92266.72;Acquisition du terrain pour le projet.;228459.52;Route;M. Smith;???;True
5204;1087126.53;1164656.96;;Verification de la conformite aux normes locales de construction.;211285.82;Hopital;Mme Zhang;1.335;True
5205;4758957.69;4171777.68;147415.17;Frais de main-d'œuvre pour la construction.;392177.75;Hopital;M. Muller;0.993;True
5206;???;4807623.62;181185.36;Verification de la conformite aux normes locales de construction.;???;Hopital;M. Smith;1.169;False
5207;3942324.83;3437829.95;301075.92;Frais pour les certifications et inspections de securite.;995415.48;Hopital;Mme Zhang;1.409;False
5208;243379.9;???;11119.61;Achat de materiaux de construction (ciment, acier, etc.).;???;Immeuble;Mme Dupont;1.429;True
5209;455807.88;???;14454.49;Acquisition du terrain pour le projet.;???;Route;M. Muller;1.031;False
5210;4027447.03;texte;180900.32;Construction de la structure en beton arme.;784440.36;Port;M. Smith;???;True
5211;665031.31;756924.32;99515.16;Achat de materiaux de construction (ciment, acier, etc.).;104159.87;Hopital;M. Ali;1.116;True
5212;3994382.48;texte;477156.88;Acquisition du terrain pour le projet.;853559.55;;;texte;True
5213;4234979.92;???;256945.99;Travaux de genie civil et fondation du batiment.;808267.34;Immeuble;;1.272;False
5214;196122.57;167992.44;18000.22;Construction de la structure en beton arme.;49265.44;Route;;1.114;False
5215;1609748.02;1713252.18;83346.02;Travaux de genie civil et fondation du batiment.;219313.02;ecole;Mme Garcia;0.983;True
5216;???;1725297.94;168419.81;Acquisition du terrain pour le projet.;???;Route;Mme Garcia;1.263;True
5217;449681.93;433504.82;45736.32;Acquisition du terrain pour le projet.;91961.09;Pont;M. Smith;9999999999;True
5218;2342065.35;2606068.33;260384.28;Construction de la structure en beton arme.;445340.84;Stade;M. Muller;9999999999;False
5219;3585575.05;3292047.14;169640.34;Frais pour les certifications et inspections de securite.;452824.98;Port;M. Muller;0.968;False
5220;1985574.75;texte;68985.84;;222657.55;Immeuble;Mme Garcia;???;False
5221;3557418.85;;227436.43;Installation des reseaux electriques et plomberie.;???;ecole;Mme Garcia;1.299;False
5222;;1076879.17;60929.6;Travaux de genie civil et fondation du batiment.;263401.67;Immeuble;M. Smith;1.364;True
5223;624871.12;9999999999;46149.57;Installation de dispositifs de securite sur le chantier.;160223.02;Hopital;Mme Zhang;1.422;True
5224;3967196.16;4210592.47;75761.06;Installation de dispositifs de securite sur le chantier.;???;Port;Mme Dupont;0.964;False
5225;934293.71;1067693.22;100733.46;Amenagement interieur et finitions (peinture, carrelage).;;Hopital;M. Smith;???;True
5226;;2178569.48;201623.68;Acquisition du terrain pour le projet.;;Usine;M. Smith;1.416;False
5227;texte;944234.35;86593.36;Travaux de genie civil et fondation du batiment.;175112.18;Pont;M. Ali;???;False
5228;;;354983.05;Installation de dispositifs de securite sur le chantier.;441185.86;Port;Mme Dupont;1.075;False
5229;474029.2;550811.12;48911.56;Frais de main-d'œuvre pour la construction.;40401.74;Pont;Mme Zhang;;False
5230;2845714.29;3490094.5;154131.68;Travaux de genie civil et fondation du batiment.;624722.76;ecole;Mme Dupont;1.35;True
5231;1137163.04;1532339.32;;Amenagement interieur et finitions (peinture, carrelage).;170832.5;Immeuble;M. Ali;1.497;False
5232;???;4178295.77;116562.8;Achat de materiaux de construction (ciment, acier, etc.).;841841.41;Stade;Mme Garcia;1.494;True
5233;4911745.65;4748295.31;???;Frais de main-d'œuvre pour la construction.;197007.25;Hopital;Mme Garcia;1.478;False
5234;3970220.08;4131897.59;302139.74;Acquisition du terrain pour le projet.;972817.73;Route;Mme Dupont;0.947;False
5235;3970179.65;4518542.93;175205.68;Amenagement interieur et finitions (peinture, carrelage).;550396.78;Immeuble;M. Ali;???;True
5236;;4290723.55;242522.08;Travaux de genie civil et fondation du batiment.;1440974.49;Hopital;Mme Dupont;0.87;False
5237;5308925.57;4744921.93;388408.95;Installation des reseaux electriques et plomberie.;604166.42;Stade;Mme Garcia;1.334;False
5238;2022322.17;2409007.4;219226.73;Installation de dispositifs de securite sur le chantier.;???;Usine;Mme Garcia;1.261;True
5239;1563032.95;1911485.19;???;Verification de la conformite aux normes locales de construction.;406892.54;Route;;1.015;False
5240;4926043.38;4042580.01;591048.14;Installation de dispositifs de securite sur le chantier.;9999999999;;M. Smith;1.15;True
5241;2609589.86;2154847.84;9999999999;Verification de la conformite aux normes locales de construction.;636403.92;Hopital;Mme Dupont;1.263;True
5242;4427350.93;3782796.73;576976.53;Amenagement interieur et finitions (peinture, carrelage).;942615.92;ecole;M. Smith;1.374;True
5243;1765243.79;1446293.96;???;Travaux de genie civil et fondation du batiment.;393999.01;;Mme Dupont;0.863;True
5244;1205033.94;1405145.54;47896.48;Frais de main-d'œuvre pour la construction.;43400.64;Port;Mme Garcia;1.43;True
5245;3338644.14;2921671.79;texte;Travaux de genie civil et fondation du batiment.;918028.57;Hopital;M. Ali;1.452;True
5246;texte;2606847.58;???;Amenagement interieur et finitions (peinture, carrelage).;642966.79;ecole;Mme Dupont;1.058;True
5247;4988684.8;???;523109.91;;521823.61;;M. Smith;1.489;True
5248;2881686.43;2229424.96;53390.46;Acquisition du terrain pour le projet.;texte;Route;Mme Dupont;;True
5249;166909.66;130047.41;17609.21;Verification de la conformite aux normes locales de construction.;45738.97;ecole;Mme Dupont;texte;True
5250;831452.25;;40233.18;Amenagement interieur et finitions (peinture, carrelage).;9999999999;Stade;M. Smith;0.983;True
5251;739550.25;601545.75;19790.63;Frais de main-d'œuvre pour la construction.;45798.67;Stade;Mme Garcia;1.242;True
5252;3386698.06;2931834.17;258596.98;Achat de materiaux de construction (ciment, acier, etc.).;742577.55;ecole;Mme Garcia;1.405;True
5253;1448191.84;1958449.75;144937.8;Frais de main-d'œuvre pour la construction.;209280.52;Pont;Mme Dupont;1.436;False
5254;4314020.19;???;426341.87;Acquisition du terrain pour le projet.;237321.76;ecole;Mme Dupont;1.094;True
5255;469297.05;626332.09;63420.11;Amenagement interieur et finitions (peinture, carrelage).;139853.24;Usine;;1.237;False
5256;994017.43;1130039.26;97844.49;Amenagement interieur et finitions (peinture, carrelage).;9999999999;;M. Ali;0.888;True
5257;4046233.98;4266235.71;576300.67;Frais de main-d'œuvre pour la construction.;216771.67;Route;M. Muller;1.489;True
5258;1500367.65;1858178.14;176969.65;Acquisition du terrain pour le projet.;298578.81;Immeuble;M. Muller;1.492;True
5259;;4334350.7;356473.81;Frais pour les certifications et inspections de securite.;583541.59;Immeuble;Mme Garcia;1.418;False
5260;2167039.68;1681247.21;51180.16;Acquisition du terrain pour le projet.;355468.51;Route;M. Ali;1.302;True
5261;;4232626.03;texte;Installation de dispositifs de securite sur le chantier.;9999999999;Immeuble;Mme Dupont;???;True
5262;1987668.11;1911065.22;194289.35;Amenagement interieur et finitions (peinture, carrelage).;402738.52;Hopital;M. Muller;;False
5263;2823443.28;2538307.61;275076.3;Frais de main-d'œuvre pour la construction.;???;Stade;M. Muller;1.153;False
5264;3050327.61;2700152.82;;Amenagement interieur et finitions (peinture, carrelage).;;Pont;Mme Garcia;0.81;True
5265;2120070.08;;181427.45;Frais de main-d'œuvre pour la construction.;186753.22;Route;Mme Garcia;1.301;True
5266;742413.99;1039469.02;54424.38;Amenagement interieur et finitions (peinture, carrelage).;185829.68;Pont;Mme Dupont;1.058;False
5267;3201887.09;2877670.31;264830.2;Amenagement interieur et finitions (peinture, carrelage).;???;Port;Mme Zhang;1.164;True
5268;3448123.49;4038528.2;45305.27;Installation des reseaux electriques et plomberie.;585543.07;Hopital;Mme Zhang;???;True
5269;3864049.46;3743757.25;169962.5;Acquisition du terrain pour le projet.;251136.3;ecole;Mme Dupont;0.826;False
5270;2398366.03;2622056.7;268477.46;Achat de materiaux de construction (ciment, acier, etc.).;586992.45;Pont;M. Muller;0.935;False
5271;1967064.92;2581048.24;260549.82;Installation des reseaux electriques et plomberie.;308602.08;Stade;M. Ali;;True
5272;3285541.05;3528619.6;181515.54;Frais de main-d'œuvre pour la construction.;268637.68;Immeuble;Mme Zhang;0.871;True
5273;3784612.23;3349496.76;404701.54;Installation des reseaux electriques et plomberie.;788767.89;ecole;Mme Dupont;???;True
5274;3399596.57;3099548.36;91660.05;Travaux de genie civil et fondation du batiment.;;Hopital;M. Smith;???;True
5275;790658.51;642345.51;texte;Amenagement interieur et finitions (peinture, carrelage).;103979.52;ecole;Mme Garcia;1.084;False
5276;3631226.47;4647584.98;380360.63;Achat de materiaux de construction (ciment, acier, etc.).;458779.83;Usine;M. Smith;1.497;False
5277;???;2629697.47;421924.81;Frais pour les certifications et inspections de securite.;9999999999;Hopital;M. Ali;1.297;True
5278;3488794.45;4887918.75;239914.77;Installation des reseaux electriques et plomberie.;924943.23;Stade;Mme Zhang;1.238;False
5279;4087883.53;3287638.61;147762.18;Construction de la structure en beton arme.;???;Route;M. Smith;;True
5280;1359994.45;1537812.96;88442.36;Travaux de genie civil et fondation du batiment.;183657.97;;M. Muller;1.141;True
5281;1342495.03;1637531.79;140089.25;Installation des reseaux electriques et plomberie.;???;;Mme Zhang;1.311;False
5282;157832.88;136300.32;21908.92;Verification de la conformite aux normes locales de construction.;20891.1;Hopital;M. Smith;1.18;False
5283;1076746.83;846782.11;84909.13;Achat de materiaux de construction (ciment, acier, etc.).;???;Port;M. Ali;???;True
5284;???;4771782.78;355908.38;Achat de materiaux de construction (ciment, acier, etc.).;1621521.85;Stade;M. Muller;1.122;True
5285;1738746.31;1928317.41;151711.45;Installation des reseaux electriques et plomberie.;298121.47;Stade;M. Ali;1.236;False
5286;1165976.75;???;34142.02;Installation de dispositifs de securite sur le chantier.;162828.34;Immeuble;M. Ali;0.985;False
5287;5111398.08;4638298.62;456516.57;Frais pour les certifications et inspections de securite.;1189069.21;ecole;M. Ali;???;False
5288;4601659.59;4946026.01;545253.43;Amenagement interieur et finitions (peinture, carrelage).;1121879.09;Pont;Mme Dupont;1.019;False
5289;4260689.82;4220943.6;???;Amenagement interieur et finitions (peinture, carrelage).;516983.21;Stade;M. Smith;0.896;False
5290;???;1212961.95;134819.16;Verification de la conformite aux normes locales de construction.;272191.83;Route;Mme Dupont;0.811;True
5291;985093.97;1133575.64;51551.39;Verification de la conformite aux normes locales de construction.;134940.87;;M. Ali;1.125;False
5292;3136679.53;???;;Frais de main-d'œuvre pour la construction.;???;Pont;;0.893;False
5293;3450864.82;4832316.2;353655.41;Acquisition du terrain pour le projet.;209173.47;Immeuble;Mme Garcia;???;False
5294;3540865.07;3101618.37;292263.41;Installation de dispositifs de securite sur le chantier.;846855.46;Stade;M. Smith;1.27;False
5295;2893269.11;;???;Frais de main-d'œuvre pour la construction.;???;Port;M. Muller;???;False
5296;2904135.02;3128824.46;???;Installation de dispositifs de securite sur le chantier.;700794.98;Route;M. Ali;1.195;True
5297;4571114.36;;628542.95;Installation des reseaux electriques et plomberie.;1246616.46;Port;Mme Zhang;0.833;False
5298;2494948.33;3211489.19;58184.81;;???;Port;Mme Dupont;1.313;True
5299;817548.56;730074.58;114841.85;Amenagement interieur et finitions (peinture, carrelage).;120256.43;Pont;M. Ali;texte;True
5300;3408017.89;4060163.15;87378.57;;634832.43;Usine;M. Muller;1.404;False
5301;1420647.37;???;188762.7;Installation des reseaux electriques et plomberie.;???;Port;Mme Dupont;0.878;False
5302;5285341.62;4497840.84;139948.22;Installation de dispositifs de securite sur le chantier.;1104797.77;;M. Ali;0.968;True
5303;???;4576171.16;251235.31;Frais de main-d'œuvre pour la construction.;649097.36;Usine;Mme Dupont;0.927;False
5304;695248.44;???;24253.49;Verification de la conformite aux normes locales de construction.;116651.32;Immeuble;M. Muller;1.063;True
5305;9999999999;2285301.95;202541.44;Construction de la structure en beton arme.;541042.48;ecole;Mme Garcia;1.269;False
5306;3186739.81;;61079.96;Installation de dispositifs de securite sur le chantier.;655587.33;Immeuble;Mme Zhang;9999999999;True
5307;;3693158.74;522357.14;Installation des reseaux electriques et plomberie.;;Immeuble;Mme Zhang;1.456;False
5308;2531687.02;3076417.01;163451.44;Frais pour les certifications et inspections de securite.;398281.13;Usine;M. Muller;1.121;True
5309;2042213.74;2738973.71;texte;Travaux de genie civil et fondation du batiment.;506398.26;Port;M. Muller;0.954;False
5310;2497295.83;2371888.35;178161.14;Construction de la structure en beton arme.;619756.26;Stade;M. Muller;0.888;True
5311;2949559.04;3488900.25;291302.47;Achat de materiaux de construction (ciment, acier, etc.).;672846.2;Hopital;;1.091;False
5312;3313687.97;4289314.9;;Frais de main-d'œuvre pour la construction.;209671.23;Stade;Mme Zhang;1.263;False
5313;2311900.92;3220193.19;172096.76;Frais pour les certifications et inspections de securite.;451369.14;Port;M. Muller;0.839;False
5314;;3191472.03;???;Frais pour les certifications et inspections de securite.;879345.35;Hopital;M. Smith;0.937;False
5315;600491.16;611215.71;86840.26;Installation des reseaux electriques et plomberie.;81115.52;Pont;;1.238;False
5316;2196796.43;1971296.93;101418.61;Frais de main-d'œuvre pour la construction.;162394.39;Pont;Mme Zhang;1.396;True
5317;???;;187350.84;Acquisition du terrain pour le projet.;253223.65;;Mme Zhang;1.439;False
5318;???;1158528.99;82752.92;Travaux de genie civil et fondation du batiment.;262814.31;ecole;M. Ali;0.889;False
5319;434561.91;456936.62;59375.16;Acquisition du terrain pour le projet.;25375.2;Pont;M. Smith;1.038;True
5320;5851901.73;;146060.76;Verification de la conformite aux normes locales de construction.;1186236.6;Usine;Mme Dupont;1.236;False
5321;4584128.02;9999999999;285822.8;Frais pour les certifications et inspections de securite.;984283.53;Pont;Mme Dupont;1.314;False
5322;2418959.46;;234876.64;;???;;M. Smith;1.31;True
5323;2128950.15;2045108.99;292637.12;;texte;Stade;Mme Garcia;1.164;False
5324;2622962.83;3380265.62;171984.55;Installation des reseaux electriques et plomberie.;738084.83;Hopital;Mme Dupont;1.434;True
5325;4733170.22;4021873.68;496212.44;Frais pour les certifications et inspections de securite.;982387.35;Usine;M. Smith;1.083;True
5326;1975990.09;1557631.82;133713.54;Amenagement interieur et finitions (peinture, carrelage).;571291.45;;Mme Zhang;0.884;False
5327;1744610.7;???;132919.64;Travaux de genie civil et fondation du batiment.;;Usine;Mme Dupont;1.036;False
5328;1371658.12;???;65682.63;Amenagement interieur et finitions (peinture, carrelage).;211367.84;Pont;M. Ali;0.823;True
5329;3752643.38;4520205.81;452583.41;Frais pour les certifications et inspections de securite.;1074584.66;Port;M. Ali;0.916;False
5330;1691209.58;1343610.01;158370.01;Frais de main-d'œuvre pour la construction.;???;Route;;1.08;False
5331;;905525.17;15043.72;Installation de dispositifs de securite sur le chantier.;262188.18;Port;M. Muller;;False
5332;5945074.11;4781553.38;694486.79;Construction de la structure en beton arme.;???;Hopital;Mme Dupont;???;True
5333;2650232.25;3299285.74;373139.52;Travaux de genie civil et fondation du batiment.;765906.44;Route;Mme Zhang;1.447;True
5334;;824934.82;46014.08;Verification de la conformite aux normes locales de construction.;9999999999;ecole;M. Smith;1.257;True
5335;1435353.33;1393336.34;136824.17;Construction de la structure en beton arme.;???;ecole;Mme Zhang;;True
5336;2014728.61;???;229881.25;Frais de main-d'œuvre pour la construction.;212997.37;Pont;;texte;True
5337;3468940.99;3327575.02;61736.19;;962937.32;Immeuble;M. Muller;1.067;False
5338;3556654.03;3102019.31;52891.21;Installation de dispositifs de securite sur le chantier.;831824.92;Hopital;Mme Dupont;0.904;False
5339;3641693.15;3343780.5;539966.93;Verification de la conformite aux normes locales de construction.;???;ecole;Mme Zhang;0.939;False
5340;3478898.56;???;???;Installation de dispositifs de securite sur le chantier.;???;ecole;Mme Zhang;0.807;False
5341;2543560.93;???;85394.37;Installation de dispositifs de securite sur le chantier.;670239.32;Immeuble;M. Smith;1.267;False
5342;5821900.07;4912594.67;66051.32;Construction de la structure en beton arme.;1467155.55;Stade;Mme Dupont;0.86;True
5343;4073421.65;4565922.4;;Amenagement interieur et finitions (peinture, carrelage).;550678.99;Pont;M. Muller;1.083;True
5344;2855195.12;???;9999999999;;124733.3;Stade;Mme Garcia;1.298;False
5345;1248350.8;974875.81;???;Installation des reseaux electriques et plomberie.;;;M. Ali;???;True
5346;;4627859.01;180593.03;Construction de la structure en beton arme.;740259.4;Port;M. Smith;0.861;False
5347;1916480.4;1934397.15;62060.96;;522367.33;Stade;Mme Garcia;1.429;True
5348;1584338.65;2236387.7;;Amenagement interieur et finitions (peinture, carrelage).;232866.06;Immeuble;Mme Dupont;1.16;True
5349;2004368.95;2412331.2;258642.67;Achat de materiaux de construction (ciment, acier, etc.).;341417.29;Pont;M. Smith;9999999999;False
5350;1995391.21;1974462.32;???;Frais pour les certifications et inspections de securite.;391627.27;;M. Smith;1.035;True
5351;181607.94;223696.58;5454.93;Frais de main-d'œuvre pour la construction.;5742.89;Route;M. Muller;1.086;True
5352;1807552.82;1476475.78;???;Construction de la structure en beton arme.;193644.46;Route;M. Smith;???;False
5353;610328.23;9999999999;74842.51;Verification de la conformite aux normes locales de construction.;115910.43;Pont;M. Smith;1.379;True
5354;3166569.22;2936043.71;335445.46;Construction de la structure en beton arme.;710642.51;Stade;Mme Zhang;;False
5355;???;3732992.46;128816.85;Amenagement interieur et finitions (peinture, carrelage).;???;Route;M. Ali;1.326;True
5356;2756656.89;3427327.3;381294.65;Achat de materiaux de construction (ciment, acier, etc.).;706795.98;Stade;Mme Garcia;1.152;False
5357;???;4608825.27;68693.96;Construction de la structure en beton arme.;texte;ecole;Mme Garcia;1.174;True
5358;1491634.87;???;63181.84;Travaux de genie civil et fondation du batiment.;279708.82;Immeuble;Mme Zhang;1.031;True
5359;;1009824.21;42772.36;Acquisition du terrain pour le projet.;136572.82;Pont;M. Muller;1.293;False
5360;1211777.28;979300.58;29406.46;Frais de main-d'œuvre pour la construction.;181282.28;Route;M. Ali;1.024;True
5361;2465564.68;2022522.45;89410.15;Travaux de genie civil et fondation du batiment.;526002.71;Port;Mme Zhang;1.053;True
5362;3328044.16;3552645.49;;;613746.56;Usine;M. Ali;1.342;False
5363;4893819.31;4182894.03;650997.62;Amenagement interieur et finitions (peinture, carrelage).;684444.32;Usine;M. Smith;1.369;True
5364;6035818.79;4751778.01;759980.45;Frais de main-d'œuvre pour la construction.;792262.12;Usine;M. Smith;1.321;False
5365;467533.31;421916.36;38190.5;Amenagement interieur et finitions (peinture, carrelage).;132084.41;Pont;M. Muller;0.803;True
5366;1093299.93;1047211.8;100160.64;Achat de materiaux de construction (ciment, acier, etc.).;???;Usine;Mme Zhang;1.448;True
5367;4921766.13;3898870.37;texte;Construction de la structure en beton arme.;texte;Hopital;M. Smith;1.121;False
5368;3005006.84;3279143.76;290906.57;Installation des reseaux electriques et plomberie.;345712.67;Usine;M. Smith;1.21;False
5369;324971.98;???;12226.62;Verification de la conformite aux normes locales de construction.;96415.38;Stade;M. Muller;;False
5370;1373908.12;1249032.92;155682.1;Amenagement interieur et finitions (peinture, carrelage).;381223.4;Immeuble;M. Ali;1.008;True
5371;;4272660.1;127613.7;Installation de dispositifs de securite sur le chantier.;656068.69;Immeuble;M. Muller;1.43;True
5372;749708.6;987421.31;27012.14;Verification de la conformite aux normes locales de construction.;;;M. Muller;1.356;False
5373;1048059.29;1039815.24;108517.54;Installation des reseaux electriques et plomberie.;110728.62;Route;Mme Zhang;1.111;True
5374;;2323136.58;181333.95;Installation des reseaux electriques et plomberie.;???;;M. Muller;1.192;True
5375;2124538.69;2579971.91;71301.27;Achat de materiaux de construction (ciment, acier, etc.).;222819.79;Stade;M. Ali;1.315;False
5376;???;529126.61;;Amenagement interieur et finitions (peinture, carrelage).;130495.79;;M. Ali;0.846;False
5377;5123763.75;4818885.46;742492.13;Achat de materiaux de construction (ciment, acier, etc.).;1428325.66;Usine;M. Ali;1.451;True
5378;3274820.5;3822531.33;texte;Frais de main-d'œuvre pour la construction.;440777.32;Route;M. Ali;1.456;True
5379;;1685869.18;157417.07;Construction de la structure en beton arme.;276240.17;Pont;M. Muller;1.272;True
5380;2098971.47;texte;188373.58;Installation des reseaux electriques et plomberie.;588693.08;Immeuble;Mme Zhang;???;True
5381;958224.33;951248.64;50315.97;Installation de dispositifs de securite sur le chantier.;118531.67;Usine;;1.468;True
5382;4181159.77;3806985.64;texte;Achat de materiaux de construction (ciment, acier, etc.).;9999999999;Pont;Mme Zhang;1.459;True
5383;549339.75;623214.0;24628.52;Acquisition du terrain pour le projet.;;Route;M. Ali;1.444;False
5384;536812.42;643797.34;???;Verification de la conformite aux normes locales de construction.;144800.09;Hopital;M. Smith;0.87;True
5385;1403492.17;1661715.15;102980.58;Frais pour les certifications et inspections de securite.;;Route;M. Smith;texte;True
5386;;2540963.09;22981.86;Installation des reseaux electriques et plomberie.;544894.49;Stade;M. Ali;1.363;True
5387;738566.73;629284.58;91687.34;Installation des reseaux electriques et plomberie.;118551.35;ecole;M. Muller;1.281;False
5388;832577.83;;60347.41;Travaux de genie civil et fondation du batiment.;225470.02;Immeuble;Mme Dupont;1.188;True
5389;2293458.64;3102999.52;265646.06;;525138.85;Port;Mme Garcia;1.448;False
5390;1822318.29;;160633.64;Verification de la conformite aux normes locales de construction.;361329.01;Immeuble;Mme Dupont;1.422;True
5391;???;3076910.86;147355.67;Amenagement interieur et finitions (peinture, carrelage).;666300.13;;;1.028;True
